"Subject","rt","stimulus","TranscriptionEnglish","Rating","CodingForStimulus","responseType","Age","Gender","AmericanEnglishNative","OtherLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"English2-20241113-68",3738,"ndaik","dyke","7",6,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4539,"pmaut","mount","7",7,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5650,"spen","spen","5",8,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4083,"guut","good","7",9,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3957,"treng","train","7",10,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5433,"pesgut","peskut","4",11,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4500,"daum","down","7",12,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6956,"gintep","gintep","5",13,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4915,"mdak","dack","5",14,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6460,"dwis","dwis","4",15,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5219,"dliim","dleem","2",16,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4452,"keptus","cactus","7",17,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4539,"gwas","grass","7",18,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5132,"beptus","baptize","7",19,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6428,"tlaip","tlype","2",20,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5564,"drensum","dreamsum","3",21,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5084,"dlain","blime","5",22,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3739,"mpahk","pock","6",23,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6274,"nungtem","numtem","6",24,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6276,"genpum","genpum","3",25,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3853,"dmat","mat","7",26,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3691,"douk","dog","7",27,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5524,"tlamsus","glamsus","2",28,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5075,"gwut","coat","7",29,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4852,"bwus","bus","7",30,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",7460,"santem","sentence","7",31,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5060,"nasgek","nasgek","2",32,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4163,"stup","stop","7",33,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4524,"staik","stake","7",34,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4329,"kmuup","mope","7",35,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",8586,"druksan","druksan","3",36,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4538,"bnup","nope","7",37,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4507,"dletgin","bletgen","2",38,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6483,"trindus","trindus","4",39,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3881,"gmut","mutt","7",40,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4899,"bim","bam","7",41,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",7020,"dlupgik","lupcake","5",42,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5628,"tlangduk","planeduck","3",43,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5319,"tembip","tembep","3",44,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6273,"gukpim","guckpem","2",45,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4508,"dunbem","dunbem","3",46,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",8857,"gekpup","gekpup","3",47,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6332,"dlesbup","blessup","6",48,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4690,"skup","scoop","7",49,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6259,"sandup","sandup","5",50,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5714,"bimkun","bimken","3",51,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",4034,"dlang","slang","7",52,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5250,"tleik","tlake","2",53,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3642,"daip","type","7",54,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6042,"driksum","dricksun","3",55,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",3938,"mpat","pat","7",56,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6626,"dret","dread","7",57,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",7186,"tlakgung","tlakgun","3",58,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",5067,"drembip","drembip","3",59,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-68",6706,"gatdum","gattom","4",60,"ResponseActual",22,"woman","yes","spanish"," portuguese"," chinese"
"English2-20241113-69",7703,"gatdum","getdom","3",1,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",6856,"keptus","captus","2",2,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",6736,"tlakgung","klackgun","1",3,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5779,"gakdum","gactum","5",4,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3322,"tleik","tlake","1",5,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5179,"skup","scup","5",6,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5353,"pmaut","pnowt","1",7,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",13988,"gwut","qwhat","1",8,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5722,"tlunpem","tuloonpen","2",9,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4395,"bwus","bwuss","2",10,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3772,"bim","bim","5",11,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4819,"dlupgik","blupcake","1",12,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",7252,"dlesbup","blasbup","2",13,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",6420,"driksum","drixum","2",14,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3771,"mpahk","mpock","1",15,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4476,"dunbem","dunbem","2",16,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4692,"staik","staike","5",17,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3405,"dwis","dwiss","6",18,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5749,"kmuup","kumoop","2",19,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4340,"sandup","sandip","5",20,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",6020,"mdak","mdack","1",21,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4251,"gekpup","gekpup","1",22,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",2970,"mpat","mpat","1",23,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4733,"spen","spen","4",24,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3156,"gwas","gwass","2",25,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4700,"draspung","draspum","4",26,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",8868,"pesgut","pesgut","4",27,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5709,"beptus","bebtus","1",28,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3836,"tlangduk","tlangduck","1",29,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5665,"treng","trang","6",30,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3268,"gintep","gintep","1",31,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4525,"trindus","trindus","5",32,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3748,"ndek","mdeck","1",33,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4053,"drembip","dranbip","3",34,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4057,"daum","dowm","2",35,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4315,"dmat","dmat","1",36,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3892,"dlang","dlang","1",37,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3664,"dret","dret","6",38,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4163,"dliim","dleam","2",39,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5595,"nungtem","nunteng","1",40,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",7874,"genpum","genpoom","1",41,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",2931,"douk","doke","3",42,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4628,"druksan","druxang","2",43,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3211,"tlaip","tlipe","1",44,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",8787,"gukpim","gackpim","1",45,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5410,"bnup","bnoup","1",46,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3569,"santem","santem","6",47,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5027,"biptet","biptep","1",48,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3594,"gmut","gmot","1",49,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3330,"ndaik","ndyke","1",50,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",5835,"daip","dype","5",51,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",4052,"nasgek","nasgek","1",52,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3188,"guut","goot","4",53,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3276,"dlain","dline","1",54,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3812,"bimkun","bimkune","1",55,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3308,"tembip","tembip","1",56,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",8212,"drensum","dransoon","1",57,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",6969,"dletgin","gleckin","3",58,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",6163,"stup","stoup","3",59,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-69",3434,"tlamsus","tlamsus","1",60,"ResponseActual",21,"Female","Yes","French","Began at 14"," I've been learning since then."
"English2-20241113-70",5632,"ndek","deck","7",1,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4079,"dlain","bline","6",2,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4435,"tleik","tlake","3",3,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5993,"daip","dipe","6",4,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",6313,"kmuup","kmoop","1",5,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5195,"tlaip","plipe","6",6,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4041,"douk","doke","7",7,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",6547,"gatdum","gatdum","5",8,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4564,"ndaik","dike","7",9,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5435,"dmat","dmat","1",10,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",7308,"driksum","driksum","5",11,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",6115,"gukpim","gukpem","2",12,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",9315,"tlangduk","plangduk","4",13,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5613,"skup","scup","7",14,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",7875,"nungtem","nungtem","3",15,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4467,"tlamsus","tlamsus","3",16,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4612,"bim","bim","6",17,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4356,"gwas","gwass","6",18,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3860,"dlang","dlang","3",19,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5212,"pesgut","pescut","5",20,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5820,"dlupgik","dlupkick","3",21,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4437,"santem","santem","6",22,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3979,"pmaut","pmout","1",23,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3820,"dwis","dwiss","6",24,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",9643,"bwus","bwuss","3",25,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5956,"gakdum","gackdum","4",26,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",12354,"nasgek","naskeck","2",27,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",7102,"tlakgung","tlatgun","1",28,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",7661,"sandup","sandip","6",29,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",10164,"bimkun","bimkun","4",30,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5396,"dlesbup","dlasbup","1",31,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4750,"gintep","gintep","3",32,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5761,"mpahk","mpock","1",33,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4177,"mdak","mdac","1",34,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3490,"treng","trang","7",35,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3228,"dliim","dleam","4",36,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4818,"bnup","bnup","1",37,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",5282,"druksan","druksan","5",38,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3425,"staik","stike","7",39,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",3867,"trindus","trindus","6",40,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4298,"biptet","biptet","4",41,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
"English2-20241113-70",4276,"tlunpem","tlunpen","1",42,"ResponseActual",21,"male","yes","Spanish","Have been learning Spanish since I was 12 years old","I started learning Spanish in middle school"
