"Subject","rt","stimulus","TranscriptionEnglish","Rating","CodingForStimulus","responseType","Age","Gender","AmericanEnglishNative","OtherLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"English2-20241002-001",9747,"ningpum","ningpoon","3",42,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",13951,"stauk","stouk","2",43,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",4489,"pmiik","pnik","1",44,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",4978,"mgit","mgit","1",45,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",5090,"tlemkun","tlamkun","1",46,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",3618,"tep","tep","7",47,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",13401,"gatkun","gatkun","2",48,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",11844,"gitpes","gitpess","3",49,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",14193,"kmaut","kmout","5",50,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",16873,"drumbeng","drumbang","3",51,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",8628,"giit","geet","7",52,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",3848,"dmut","dmut","1",53,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",6134,"skain","skyne","7",54,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",12674,"stahm","stahm","4",55,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",14066,"dlemkus","glemkuss","2",56,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",3963,"mkait","mkite","1",57,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",6812,"nangdup","nangdup","1",58,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",10040,"nboup","nbope","1",59,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-001",5683,"tlik","tlik","1",60,"ResponseActual",27,"female","yes","spanish","24","formally at school and in mexico with family"
"English2-20241002-002",17719,"punseng","punsang","1",1,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",11816,"kmaut","knought","1",2,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6546,"drakpum","drackpoon","1",3,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",9315,"tlem","plan","7",4,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",9769,"stauk","stouk","1",5,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6195,"gipsus","dipsus","1",6,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4626,"tloum","gloam","4",7,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5331,"drustet","drustet","2",8,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4251,"trahm","cham","2",9,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5868,"pundes","poondes","1",10,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5874,"gup","gup","5",11,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4516,"nboup","boap","3",12,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5004,"tempuk","tempook","1",13,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5203,"pwam","pwam","1",14,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4034,"paim","pime","2",15,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5793,"mepgut","nepgut","1",16,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",8090,"dlemkus","blamkus","1",17,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4916,"tisbeng","tisbing","1",18,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5940,"tlipgat","clipgat","1",19,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5652,"twen","twan","6",20,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",8499,"nangdup","nangdup","1",21,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5812,"trindes","trindes","5",22,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5060,"ningpum","ningpoon","1",23,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5892,"pemdut","pemdut","1",24,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5611,"bepgik","bepgit","1",25,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6172,"dloun","blown","7",26,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",7715,"sengdun","singdin","3",27,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6724,"tlasdung","plastdoon","3",28,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5955,"kmeip","knape","5",29,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4556,"stahm","stam","6",30,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",7851,"tlumgak","plimgack","2",31,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4996,"gitpes","gitpes","1",32,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5425,"dmut","dmut","1",33,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4339,"ndeip","dape","6",34,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4232,"drain","drine","6",35,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4826,"pwuk","pwook","2",36,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6753,"drikteng","drickting","1",37,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6418,"tlepgim","klepkin","1",38,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5594,"pmeit","pmate","1",39,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6850,"twas","twass","3",40,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6112,"tlemkun","glemkoon","1",41,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5448,"mkait","kite","7",42,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",7738,"dlisbep","dlisbep","2",43,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",9065,"drantung","drantung","1",44,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",7993,"tlik","dlick","2",45,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4123,"stuun","stoon","7",46,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5562,"nutbim","nootbin","5",47,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",8069,"pmiik","pneak","3",48,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",6020,"dlahm","glam","6",49,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",9800,"ntek","tech","7",50,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5488,"skain","skine","6",51,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4810,"mgit","mgit","1",52,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4369,"bem","bem","6",53,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",8034,"drumbeng","droombing","2",54,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",7122,"giit","geet","4",55,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4826,"tep","tep","6",56,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5288,"gistum","gistoon","1",57,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",5752,"gatkun","gatkoon","1",58,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",7139,"suntem","suntim","1",59,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-002",4968,"kutpim","kutpim","1",60,"ResponseActual",21,"female","Yes","NA","NA","NA"
"English2-20241002-003",16095,"gatkun","gatgun","2",1,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",11376,"gitpes","getpess","4",2,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8170,"tlumgak","tualumgat","1",3,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",9809,"drustet","dresstet","4",4,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8354,"mkait","makite","2",5,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",13594,"nboup","bopope","5",6,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8170,"nutbim","nutben","2",7,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5314,"trahm","truam","6",8,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4651,"tlem","clan","7",9,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5459,"tlemkun","telumcun","4",10,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5714,"giit","geet","4",11,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8891,"mgit","muhget","3",12,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5620,"gup","gup","3",13,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",10451,"pwam","puwam","4",14,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6820,"kutpim","gutpen","2",15,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5244,"paim","pime","6",16,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",10851,"pwuk","puqut","3",17,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8131,"stauk","stowk","5",18,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",10907,"ntek","nutech","1",19,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",10269,"sengdun","sangdem","4",20,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6099,"gistum","gisstum","3",21,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4332,"ndeip","dape","6",22,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6380,"kmaut","kanalt","4",23,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4739,"punseng","punsang","1",24,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5644,"tisbeng","tusbang","1",25,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5572,"drumbeng","junbang","1",26,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4732,"dlemkus","glamkus","1",27,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5333,"bem","bem","3",28,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",3939,"drain","drine","5",29,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",9595,"pmiik","piniq","2",30,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6579,"pemdut","pemduat","1",31,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5004,"ningpum","ningpum","1",32,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6536,"kmeip","kamape","2",33,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4853,"tlipgat","clipgat","1",34,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6344,"tlepgim","telubgem","1",35,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4898,"nangdup","nangdup","1",36,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6386,"dlahm","bluam","3",37,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",18923,"dmut","dimit","4",38,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8642,"tlik","dilick","2",39,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5192,"pundes","pundiss","1",40,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5513,"twen","twan","5",41,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6299,"suntem","suntem","2",42,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",9059,"dloun","dalone","3",43,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4640,"drakpum","drakpume","1",44,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6027,"stahm","staum","2",45,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5804,"tep","tep","4",46,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",9986,"mepgut","nipgaut","1",47,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6725,"bepgik","depgegt","1",48,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5097,"pmeit","pumate","6",49,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",8755,"gipsus","gipsuus","6",50,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",7243,"trindes","trendes","7",51,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4522,"twas","twass","5",52,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",9466,"drikteng","drikten","2",53,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",7907,"dlisbep","dalisspap","1",54,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",7487,"tloum","dluom","2",55,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",4184,"stuun","stun","7",56,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5105,"tempuk","temkook","1",57,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",5536,"skain","skine","3",58,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",6097,"drantung","drantung","2",59,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241002-003",9050,"tlasdung","glasstun","1",60,"ResponseActual",21,"female","yes","none","n/a","none"
"English2-20241007-004",9117,"gitpes","get pass","3",1,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",7096,"stuun","stoon","2",2,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6314,"drantung","drantum","1",3,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6449,"trindes","trendes","1",4,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",8546,"dlemkus","glamkus","1",5,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4347,"nboup","boap","2",6,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5883,"tlik","flick","6",7,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4347,"kmaut","clout","6",8,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4572,"stahm","stam","2",9,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5539,"twen","twin","7",10,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",7083,"drakpum","drampung","1",11,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6836,"pemdut","pandad","1",12,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",7701,"stauk","stawlk","1",13,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5523,"giit","gee","3",14,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5364,"tlumgak","flamgak","1",15,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6172,"tisbeng","tisbing","2",16,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5109,"pundes","pumdas","2",17,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6148,"dlisbep","glispat","2",18,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6084,"drustet","distid","2",19,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4171,"dlahm","blam","1",20,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6492,"nutbim","knitbin","2",21,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4149,"dloun","blawn","2",22,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3708,"twas","twass","3",23,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5412,"tlepgim","flapgin","2",24,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4155,"bem","ben","5",25,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5388,"gistum","gistin","2",26,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",8580,"drain","draim","2",27,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",8363,"nangdup","nandrop","1",28,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5844,"mepgut","knapgod","1",29,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4588,"bepgik","babkit","3",30,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3540,"tep","kep","2",31,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3820,"ntek","tech","6",32,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",10954,"tempuk","tembook","5",33,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3910,"ndeip","dape","5",34,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4946,"suntem","suntim","3",35,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",8067,"pmeit","nape","2",36,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4835,"mgit","get","7",37,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6995,"tloum","flawn","4",38,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4713,"trahm","tram","6",39,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5416,"drikteng","drinktin","5",40,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3696,"dmut","mut","6",41,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6495,"tlem","flam","5",42,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6825,"gatkun","gatkun","6",43,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5126,"tlemkun","flamgun","3",44,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5003,"gipsus","gipsis","3",45,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5918,"tlasdung","plastin","5",46,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5747,"pmiik","mink","5",47,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6764,"sengdun","singdun","3",48,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",5170,"pwam","pram","3",49,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4333,"tlipgat","flipgat","3",50,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4472,"skain","skyim","4",51,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4243,"pwuk","pruk","2",52,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4579,"ningpum","ningpun","3",53,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6915,"drumbeng","drewbun","3",54,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3802,"mkait","kite","6",55,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3474,"gup","gup","3",56,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",6748,"punseng","pungsang","4",57,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4917,"kutpim","kuppin","2",58,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",3930,"paim","pine","3",59,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-004",4363,"kmeip","nape","2",60,"ResponseActual",20,"female","yes","none","took spanish in high school- 15 years old","none"
"English2-20241007-005",13383,"dlisbep","dlisbepp","3",1,"ResponseActual",19,"Male","no","Kannada"," Hindi-Urdu"," French"
