"Subject","rt","stimulus","CodingForStimulus","responseType","Rating","Age","Gender","AmericanEnglishNative","OtherLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"English1a-20250129-183",6867,"tlakgung",16,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",5340,"dmat",17,"ResponseActual",3,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",12596,"drembip",18,"ResponseActual",4,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",5084,"daum",19,"ResponseActual",6,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",4788,"dret",20,"ResponseActual",6,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3644,"dletgin",21,"ResponseActual",5,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1851,"trindus",22,"ResponseActual",6,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1900,"dlupgik",23,"ResponseActual",4,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",5892,"bwus",24,"ResponseActual",3,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2837,"pesgut",25,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",12316,"douk",26,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1908,"nungtem",27,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3427,"gwas",28,"ResponseActual",5,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",5803,"genpum",29,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2780,"gatdum",30,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3796,"bnup",31,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2226,"stup",32,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1874,"kmuup",33,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1818,"drensum",34,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",6197,"tembip",35,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2701,"daip",36,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",4061,"mpahk",37,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3316,"dunbem",38,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1645,"staik",39,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3189,"draspung",40,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2877,"dlain",41,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",7493,"tleik",42,"ResponseActual",3,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2003,"sandup",43,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2899,"tlaip",44,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2639,"gintep",45,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3218,"dlesbup",46,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",3418,"tlunpem",47,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1370,"gwut",48,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1810,"spen",49,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",6276,"druksan",50,"ResponseActual",3,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2794,"dwis",51,"ResponseActual",2,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",1852,"tlamsus",52,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-183",2291,"santem",53,"ResponseActual",1,27,"male","yes","some spanish not much","some in high school and some through communicating with coworkers","not much learning need to spend more time with it"
"English1a-20250129-184",2844,"bwus",1,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2459,"dmat",2,"ResponseActual",7,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2819,"beptus",3,"ResponseActual",6,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",3394,"spen",4,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2244,"drembip",5,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1939,"gatdum",6,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1692,"bnup",7,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",4708,"sandup",8,"ResponseActual",5,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1532,"dlesbup",9,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1963,"guut",10,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1877,"dunbem",11,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",3212,"trindus",12,"ResponseActual",6,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2332,"gekpup",13,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",3205,"mpat",14,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2374,"dwis",15,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2308,"nasgek",16,"ResponseActual",5,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1908,"gmut",17,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1691,"dlang",18,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2421,"pesgut",19,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1724,"ndek",20,"ResponseActual",6,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1548,"douk",21,"ResponseActual",5,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2628,"dret",22,"ResponseActual",6,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1500,"mpahk",23,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1692,"gakdum",24,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2179,"tlamsus",25,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1716,"stup",26,"ResponseActual",6,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1677,"tlakgung",27,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1965,"tlangduk",28,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2820,"staik",29,"ResponseActual",5,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1581,"genpum",30,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2124,"gwas",31,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1660,"tlaip",32,"ResponseActual",5,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2323,"nungtem",33,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",3797,"treng",34,"ResponseActual",5,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1493,"gintep",35,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1549,"skup",36,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1515,"daip",37,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2300,"gukpim",38,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1910,"bimkun",39,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1916,"biptet",40,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1644,"tembip",41,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1973,"dlain",42,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2445,"bim",43,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2059,"dlupgik",44,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2877,"drensum",45,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1804,"tleik",46,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2453,"dletgin",47,"ResponseActual",2,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1971,"dliim",48,"ResponseActual",7,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1836,"draspung",49,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",1693,"driksum",50,"ResponseActual",1,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",3062,"mdak",51,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",5644,"tlunpem",52,"ResponseActual",4,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-184",2169,"ndaik",53,"ResponseActual",3,21,"Female","Yes","conversational french"," a little bit of spanish","P0_Q4:spanish at 12, french at 20,i took classes in middle school to highschool. for french i took 3 classes here at msu and can converse"
"English1a-20250129-185",4099,"daip",1,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2635,"dret",2,"ResponseActual",6,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2396,"guut",3,"ResponseActual",3,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2347,"gatdum",4,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3156,"tlakgung",5,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3267,"keptus",6,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2988,"pesgut",7,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2579,"skup",8,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",6740,"drembip",9,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2724,"pmaut",10,"ResponseActual",5,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",1788,"kmuup",11,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",10052,"gukpim",12,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3357,"spen",13,"ResponseActual",6,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3381,"nasgek",14,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2539,"dletgin",15,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2372,"dlain",16,"ResponseActual",6,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2244,"gwas",17,"ResponseActual",5,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",5395,"bwus",18,"ResponseActual",5,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2244,"draspung",19,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",4155,"treng",20,"ResponseActual",3,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3102,"daum",21,"ResponseActual",3,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2156,"genpum",22,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3379,"ndaik",23,"ResponseActual",6,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2518,"douk",24,"ResponseActual",3,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3644,"gakdum",25,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2534,"tlunpem",26,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",5893,"gmut",27,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2244,"dlupgik",28,"ResponseActual",1,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2813,"nungtem",29,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2797,"mdak",30,"ResponseActual",4,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",1915,"gwut",31,"ResponseActual",3,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2100,"tembip",32,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2228,"santem",33,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2205,"mpat",34,"ResponseActual",6,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",3308,"staik",35,"ResponseActual",6,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",1788,"tleik",36,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
"English1a-20250129-185",2437,"dlesbup",37,"ResponseActual",2,19,"Female","Yes","Arabic","18"," two years,I have grandparents that fluently speak Arabic, but I had only learned phrases. I began studying Arabic in my first semester at College and have been studying it for four semesters now."
