"Subject","rt","stimulus","CodingForStimulus","responseType","Rating","Age","Gender","AmericanEnglishNative","OtherLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"English1a-20250122-124",3036,"tlik",18,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2005,"ningpum",19,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2357,"skain",20,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",4090,"pmeit",21,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3259,"tlumgak",22,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3011,"nangdup",23,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2421,"dlahm",24,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",5692,"dlemkus",25,"ResponseActual",2,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2261,"bem",26,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2261,"stauk",27,"ResponseActual",7,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2724,"trahm",28,"ResponseActual",6,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3317,"gitpes",29,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2484,"dloun",30,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",4140,"twen",31,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3012,"tempuk",32,"ResponseActual",1,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3452,"drustet",33,"ResponseActual",2,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2858,"tlem",34,"ResponseActual",6,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2404,"stahm",35,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1900,"tlipgat",36,"ResponseActual",6,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2774,"paim",37,"ResponseActual",7,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1956,"twas",38,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1894,"gup",39,"ResponseActual",2,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2101,"drantung",40,"ResponseActual",1,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1811,"tep",41,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3588,"gistum",42,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3029,"pundes",43,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",4348,"dmut",44,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3029,"sengdun",45,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1525,"ntek",46,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2023,"kutpim",47,"ResponseActual",4,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",3678,"tlasdung",48,"ResponseActual",6,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2320,"tloum",49,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",2071,"gipsus",50,"ResponseActual",3,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1641,"trindes",51,"ResponseActual",5,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",4123,"tlepgim",52,"ResponseActual",1,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-124",1171,"drikteng",53,"ResponseActual",1,21,"male","yes","none","12"," 4 years (french),in school learning, not relavent today"
"English1a-20250122-125",2003,"tlik",1,"ResponseActual",4,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2539,"tempuk",2,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2683,"kutpim",3,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1930,"twen",4,"ResponseActual",5,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3476,"gitpes",5,"ResponseActual",3,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2227,"sengdun",6,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2300,"mgit",7,"ResponseActual",7,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2516,"drumbeng",8,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2834,"ningpum",9,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1708,"gipsus",10,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",4245,"stauk",11,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3956,"gatkun",12,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",4651,"nboup",13,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2276,"dloun",14,"ResponseActual",5,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1540,"tep",15,"ResponseActual",4,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3949,"tlasdung",16,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3420,"stuun",17,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1475,"kmeip",18,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2316,"dlisbep",19,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",5324,"trahm",20,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1938,"trindes",21,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3292,"drantung",22,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2125,"tlemkun",23,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",4422,"drikteng",24,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2059,"giit",25,"ResponseActual",3,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",7548,"ndeip",26,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1988,"mepgut",27,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3877,"drain",28,"ResponseActual",5,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3404,"suntem",29,"ResponseActual",3,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3012,"gup",30,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2703,"gistum",31,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1965,"drustet",32,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1507,"stahm",33,"ResponseActual",4,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1394,"bepgik",34,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1612,"drakpum",35,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1156,"nangdup",36,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1477,"pmeit",37,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1636,"tisbeng",38,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2780,"dlemkus",39,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1636,"pmiik",40,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2523,"tlipgat",41,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",4220,"bem",42,"ResponseActual",3,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",4708,"tlepgim",43,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2662,"skain",44,"ResponseActual",3,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2882,"pundes",45,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",2684,"dmut",46,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",7541,"paim",47,"ResponseActual",2,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",7908,"tlem",48,"ResponseActual",3,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",1717,"tlumgak",49,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3458,"ntek",50,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",3172,"mkait",51,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",4128,"tloum",52,"ResponseActual",1,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-125",5763,"pwam",53,"ResponseActual",4,20,"Female","Yes","French","15 years old for four years","My learning experience was from a course in highschool."
"English1a-20250122-126",5106,"stahm",1,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2260,"pemdut",2,"ResponseActual",5,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3115,"nutbim",3,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2049,"tep",4,"ResponseActual",6,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1884,"bepgik",5,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1532,"dlisbep",6,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1355,"stauk",7,"ResponseActual",7,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2467,"pmeit",8,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2332,"tloum",9,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1732,"tlumgak",10,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1427,"drustet",11,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1413,"tlasdung",12,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1485,"drumbeng",13,"ResponseActual",5,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1509,"skain",14,"ResponseActual",5,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3740,"ndeip",15,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2716,"dlahm",16,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1867,"tlemkun",17,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2660,"mgit",18,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1525,"drantung",19,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2260,"tlepgim",20,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3316,"drakpum",21,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2868,"trindes",22,"ResponseActual",6,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1733,"gipsus",23,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",4387,"stuun",24,"ResponseActual",7,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1941,"gatkun",25,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2364,"kmeip",26,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2580,"tisbeng",27,"ResponseActual",6,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1293,"pwuk",28,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1708,"pwam",29,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1068,"kutpim",30,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",4532,"giit",31,"ResponseActual",6,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1460,"nboup",32,"ResponseActual",1,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2492,"dmut",33,"ResponseActual",1,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1148,"ntek",34,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",6163,"gistum",35,"ResponseActual",5,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2036,"ningpum",36,"ResponseActual",1,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2406,"gitpes",37,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1181,"twen",38,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1942,"gup",39,"ResponseActual",5,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1620,"sengdun",40,"ResponseActual",1,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1956,"mepgut",41,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1629,"tlem",42,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3021,"dlemkus",43,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3670,"drikteng",44,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1805,"dloun",45,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3030,"pundes",46,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1381,"suntem",47,"ResponseActual",2,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",2148,"mkait",48,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1762,"paim",49,"ResponseActual",7,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1997,"trahm",50,"ResponseActual",5,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",1621,"tlipgat",51,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3731,"bem",52,"ResponseActual",3,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-126",3903,"twas",53,"ResponseActual",4,19,"female","yes","spanish","14-16"," 1.5 years,highschool, half was online, I do not remember much at all"
"English1a-20250122-127",1740,"punseng",1,"ResponseActual",7,19,"Male","Yes","Hindi"," Gujarati","P0_Q4:at age 4-5, languages spoken by my grandparents,Learned through conversation with my grandparents when I was younger, in recent times consuming pop culture in those languages is how i stay familiar"
"English1a-20250122-127",1811,"tlem",2,"ResponseActual",6,19,"Male","Yes","Hindi"," Gujarati","P0_Q4:at age 4-5, languages spoken by my grandparents,Learned through conversation with my grandparents when I was younger, in recent times consuming pop culture in those languages is how i stay familiar"
